"SmedID","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","annotations","tissue"
"SMED30003560",5.08063395589702e-153,0.360147055307714,0.514,0.214,1.71059864661097e-148,54,"Teneurin-m-like Protein","Neural"
"SMED30003560",2.46435285306322e-84,0.312875169631877,0.401,0.214,8.29722962097855e-80,45,"Teneurin-m-like Protein","Cathepsin"
"SMED30003562",1.26239650443374e-24,-0.252647337148248,0.184,0.283,4.25036279077795e-20,37,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",1.23425238817419e-29,-0.274260572931086,0.175,0.283,4.15560436574369e-25,35,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",3.32957021428831e-98,-0.301303568980305,0.173,0.285,1.12103299544873e-93,12,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",1.22455211478578e-25,-0.340686148953912,0.155,0.283,4.12294451527224e-21,56,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",2.45010557636641e-20,-0.29251956581387,0.179,0.283,8.24926046506808e-16,51,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",1.80185329095109e-19,-0.263462820344154,0.18,0.283,6.06665984530323e-15,49,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",1.04692317818394e-13,-0.282829047954315,0.18,0.283,3.52488564862752e-09,62,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",6.04932605887692e-136,-0.273403404697914,0.184,0.286,2.03674759076327e-131,6,"Collagen alpha-1(V) chain","Intestine"
"SMED30003562",4.54969089997606e-44,-0.286848264485274,0.171,0.284,1.53183542911294e-39,26,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",6.19153691859661e-126,-0.264162094059938,0.19,0.286,2.08462856512229e-121,5,"Collagen alpha-1(V) chain","Cathepsin"
"SMED30003562",1.27471162163107e-09,-0.276043336537073,0.173,0.283,4.29182655886963e-05,79,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",2.17498435112282e-28,-0.259762808519902,0.186,0.283,7.32295481179543e-24,31,"Collagen alpha-1(V) chain","Cathepsin"
"SMED30003562",1.13695476186998e-28,-0.263255958296814,0.193,0.284,3.82801298774002e-24,27,"Collagen alpha-1(V) chain","Cathepsin"
"SMED30003562",0,1.063690294084,0.933,0.263,0,9,"Collagen alpha-1(V) chain","Muscle"
"SMED30003562",0,0.465484256680319,0.656,0.279,0,24,"Collagen alpha-1(V) chain","Muscle"
"SMED30003562",2.10728422048283e-268,-0.377409062402862,0.137,0.288,7.09501524194364e-264,8,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",0,-0.455673185219681,0.108,0.293,0,3,"Collagen alpha-1(V) chain","Protonephridia"
"SMED30003562",1.82848667414634e-17,-0.265581124678719,0.179,0.283,6.1563317831833e-13,53,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",4.68304099933278e-23,-0.291231515184647,0.168,0.283,1.57673307406535e-18,47,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",1.19432474374634e-131,-0.34236582655834,0.145,0.285,4.02117197971954e-127,13,"Collagen alpha-1(V) chain","Epidermis"
"SMED30003562",9.28707683482749e-225,0.61854784884968,0.845,0.282,3.12686589951807e-220,73,"Collagen alpha-1(V) chain","Protonephridia"
"SMED30003562",3.99579660719176e-22,-0.262385949341569,0.179,0.283,1.34534475967539e-17,42,"Collagen alpha-1(V) chain","Parenchymal"
"SMED30003562",5.92633430165681e-14,-0.26099001498185,0.186,0.283,1.99533749602483e-09,58,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",5.9889971500506e-39,-0.380755609259291,0.123,0.283,2.01643545045054e-34,52,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",4.453960994258e-136,-0.333939870449666,0.161,0.286,1.49960412715673e-131,11,"Collagen alpha-1(V) chain","Protonephridia"
"SMED30003562",2.03454417225576e-178,-0.300298309703369,0.168,0.287,6.85010677356793e-174,7,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",1.9343480964984e-20,-0.313819540163188,0.161,0.283,6.51275660610047e-16,60,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",0,1.10630306131347,0.871,0.226,0,0,"Collagen alpha-1(V) chain","Muscle"
"SMED30003562",3.06953740887632e-71,-0.311226267362037,0.156,0.284,1.03348255019457e-66,20,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",3.83814716427671e-10,-0.344523968214975,0.138,0.283,1.29226576874033e-05,85,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",0,-0.400347752562906,0.152,0.295,0,2,"Collagen alpha-1(V) chain","Epidermis"
"SMED30003562",6.04361818144906e-11,-0.336136117155221,0.142,0.283,2.03482580551209e-06,84,"Collagen alpha-1(V) chain","Parenchymal"
"SMED30003562",3.24045156994023e-09,-0.273115358165582,0.192,0.283,0.000109102763908318,71,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",0,-0.431451391423973,0.123,0.291,0,4,"Collagen alpha-1(V) chain","Stem Cells"
"SMED30003562",7.2755394079506e-18,-0.323337343966685,0.15,0.283,2.44960136326289e-13,66,"Collagen alpha-1(V) chain","Parenchymal"
"SMED30003562",3.32397872622537e-17,-0.256698772708662,0.187,0.283,1.11915039733282e-12,48,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",1.47202373070267e-77,-0.306891386857797,0.162,0.284,4.95615669890283e-73,17,"Collagen alpha-1(V) chain","Epidermis"
"SMED30003562",5.99430827208784e-76,-0.257994356507871,0.197,0.285,2.01822365212926e-71,10,"Collagen alpha-1(V) chain","Cathepsin"
"SMED30003562",1.11813241390557e-26,-0.260265874193789,0.192,0.283,3.76464002437868e-22,29,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",2.20723782962168e-05,-0.308043139112096,0.173,0.283,0.743154904855322,87,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",2.37505017319706e-43,-0.316416843684289,0.168,0.284,7.99655642813718e-39,28,"Collagen alpha-1(V) chain","Neural"
"SMED30003562",4.62383472941328e-10,-0.259414084917759,0.203,0.283,1.55679891504616e-05,61,"Collagen alpha-1(V) chain","Neural"
"SMED30003613",0,0.250735570553194,0.279,0.031,0,0,"Calcium-binding protein, putative","Muscle"
"SMED30003660",0,0.269317583883929,0.247,0.026,0,5,"Cytoplasmic dynein 1 heavy chain 1","Cathepsin"
"SMED30003660",0,0.351869067035578,0.304,0.033,0,45,"Cytoplasmic dynein 1 heavy chain 1","Cathepsin"
"SMED30003660",0,0.290492371678777,0.269,0.025,0,6,"Cytoplasmic dynein 1 heavy chain 1","Intestine"
"SMED30003676",0,0.619681235658023,0.395,0.007,0,15,"Pulmonary surfactant-associated protein D","Intestine"
"SMED30003809",0,1.50188402047945,0.533,0.05,0,6,"Microsomal triglyceride transfer protein large subunit","Intestine"
"SMED30003809",0,0.387960134188607,0.381,0.063,0,22,"Microsomal triglyceride transfer protein large subunit","Parenchymal"
"SMED30003822",0,0.765367975835502,0.585,0.003,0,27,"Receptor-type tyrosine-protein phosphatase T","Cathepsin"
"SMED30003829",0,0.413508134837011,0.445,0.073,0,2,"Ankyrin-1","Epidermis"
"SMED30003863",0,0.598293051124358,0.375,0.02,0,55,"Cat eye syndrome critical region protein 5 homolog","Cathepsin"
"SMED30003863",0,0.398721225409185,0.363,0.014,0,10,"Cat eye syndrome critical region protein 5 homolog","Cathepsin"
"SMED30003939",0,0.472918169798082,0.203,0.002,0,36,NA,"Parenchymal"
"SMED30003962",0,0.456479039867168,0.304,0.02,0,45,"Granulins","Cathepsin"
"SMED30004002",0,0.316240611203367,0.284,0.005,0,27,NA,"Cathepsin"
"SMED30004024",2.1964189767068e-266,0.255365081365507,0.235,0.039,7.39512305267412e-262,55,NA,"Cathepsin"
"SMED30004026",0,0.29730541980128,0.291,0.004,0,71,NA,"Neural"
"SMED30004026",0,0.284031280917889,0.246,0.004,0,65,NA,"Neural"
"SMED30004042",0,0.275078295973501,0.343,0.069,0,7,"Dynein heavy chain 3, axonemal","Neural"
"SMED30004042",0,0.260537988934073,0.311,0.076,0,29,"Dynein heavy chain 3, axonemal","Neural"
"SMED30004042",1.29605152726012e-249,0.309697665984864,0.367,0.077,4.36367588713209e-245,60,"Dynein heavy chain 3, axonemal","Neural"
"SMED30004042",0,0.886431238813692,0.73,0.065,0,12,"Dynein heavy chain 3, axonemal","Neural"
"SMED30004042",1.52962413093081e-238,0.283828966979892,0.326,0.077,5.15009148643093e-234,51,"Dynein heavy chain 3, axonemal","Neural"
"SMED30004112",0,0.280775450765949,0.375,0.096,0,12,"Dynein heavy chain","Neural"
"SMED30004112",0,0.265819514228421,0.359,0.093,0,7,"Dynein heavy chain","Neural"
"SMED30004112",0,0.258244212403749,0.359,0.099,0,20,"Dynein heavy chain","Neural"
"SMED30004124",0,0.273272540060124,0.492,0.254,0,3,"14-3-3 protein beta/alpha-A","Protonephridia"
"SMED30004124",1.99393392040654e-64,0.267705256411602,0.567,0.266,6.71337611661677e-60,73,"14-3-3 protein beta/alpha-A","Protonephridia"
"SMED30004147",0,0.266944895698392,0.262,0.034,0,45,"Carboxypeptidase","Cathepsin"
"SMED30004147",0,0.258285996640563,0.28,0.033,0,31,"Carboxypeptidase","Cathepsin"
"SMED30004176",0,0.380500826336603,0.409,0.047,0,0,"Calcium binding protein","Muscle"
"SMED30004182",0,0.338065087347672,0.31,0.001,0,50,"Lipoxygenase homology domain-containing protein 1","Neural"
"SMED30004183",0,0.257016845614744,0.235,0.009,0,7,"TNF receptor associated factor 3","Neural"
"SMED30004194",0,0.37378373751176,0.368,0.023,0,3,NA,"Protonephridia"
"SMED30004194",0,0.32138167123609,0.309,0.035,0,11,NA,"Protonephridia"
"SMED30004194",0,0.29188060867732,0.348,0.04,0,73,NA,"Protonephridia"
"SMED30004214",0,0.327176744768669,0.481,0.193,0,13,NA,"Epidermis"
"SMED30004214",0,0.417299102154289,0.531,0.18,0,4,NA,"Stem Cells"
"SMED30004241",0,0.359058192689414,0.397,0.113,0,31,"Serine:threonine protein kinase WNK1","Cathepsin"
"SMED30004267",0,0.532704872451071,0.486,0.065,0,17,"Actin-3","Epidermis"
"SMED30004267",0,0.44740277844998,0.44,0.064,0,13,"Actin-3","Epidermis"
"SMED30004301",8.32065875927491e-38,0.275984085326185,0.293,0.176,2.80148259766027e-33,45,"Retrovirus-related Pol polyprotein from transposon 412","Cathepsin"
"SMED30004318",0,0.265955976392923,0.305,0.034,0,12,"Halomucin","Neural"
"SMED30004318",0,0.312801764897594,0.321,0.038,0,63,"Halomucin","Neural"
"SMED30004348",0,0.38608587589523,0.397,0.086,0,10,"Alpha-2-macroglobulin-like protein 1","Cathepsin"
"SMED30004348",0,0.551234308183726,0.421,0.081,0,5,"Alpha-2-macroglobulin-like protein 1","Cathepsin"
"SMED30004358",0,0.325582693263605,0.311,0.017,0,60,"Protocadherin-9","Neural"
"SMED30004366",0,0.753714943983924,0.704,0.026,0,52,"Tyrosine-protein kinase receptor","Neural"
"SMED30004366",0,0.411112459773515,0.305,0.026,0,18,"Tyrosine-protein kinase receptor","Neural"
"SMED30004389",0,0.612348003254858,0.528,0.025,0,71,"scna-1","Neural"
"SMED30004389",0,1.34025893495867,0.859,0.016,0,19,"scna-1","Neural"
"SMED30004389",0,0.606549885610048,0.486,0.023,0,41,"scna-1","Neural"
"SMED30004435",0,0.348383744512042,0.403,0.077,0,31,"SLIT-ROBO Rho GTPase-activating 2 protein","Cathepsin"
"SMED30004462",0,0.353328475268524,0.33,0.003,0,19,"Potassium voltage-gated channel subfamily H member 5","Neural"
"SMED30004485",1.48835838317706e-291,0.620057335125462,0.811,0.215,5.01115384031884e-287,73,"Collagen alpha 2(I) chain","Protonephridia"
"SMED30004485",0,-0.314205249546535,0.092,0.222,0,4,"Collagen alpha 2(I) chain","Stem Cells"
"SMED30004485",2.14120488479476e-212,-0.285437794958952,0.094,0.22,7.20922272661546e-208,8,"Collagen alpha 2(I) chain","Neural"
"SMED30004485",2.05683670902063e-111,-0.254804737899548,0.111,0.218,6.92516351560155e-107,11,"Collagen alpha 2(I) chain","Protonephridia"
"SMED30004485",0,0.984393983381223,0.801,0.159,0,0,"Collagen alpha 2(I) chain","Muscle"
"SMED30004485",0,-0.315423364905709,0.094,0.227,0,2,"Collagen alpha 2(I) chain","Epidermis"
"SMED30004485",0,0.313826376701684,0.517,0.213,0,24,"Collagen alpha 2(I) chain","Muscle"
"SMED30004485",8.91358303488312e-20,-0.263244807559083,0.112,0.216,3.0011142720148e-15,56,"Collagen alpha 2(I) chain","Neural"
"SMED30004485",2.05486214709254e-30,-0.283017237631941,0.086,0.216,6.91851536304587e-26,52,"Collagen alpha 2(I) chain","Neural"
"SMED30004485",0,1.01349080321697,0.894,0.196,0,9,"Collagen alpha 2(I) chain","Muscle"
"SMED30004485",1.06261081949091e-20,-0.260831323305084,0.098,0.216,3.57770436814395e-16,60,"Collagen alpha 2(I) chain","Neural"
"SMED30004485",1.09737759084937e-101,-0.261664448250963,0.103,0.218,3.69476061063075e-97,13,"Collagen alpha 2(I) chain","Epidermis"
"SMED30004485",0,-0.341646182184175,0.071,0.224,0,3,"Collagen alpha 2(I) chain","Protonephridia"
"SMED30004485",7.03614946798538e-37,-0.251440290894965,0.116,0.217,2.369001164376e-32,28,"Collagen alpha 2(I) chain","Neural"
"SMED30004485",4.72361122728205e-13,-0.250885282549916,0.115,0.216,1.59039266411359e-08,66,"Collagen alpha 2(I) chain","Parenchymal"
"SMED30004520",0,0.272381686377022,0.271,0.022,0,11,NA,"Protonephridia"
"SMED30004546",0,0.775018626142571,0.661,0.035,0,3,"Receptor protein-tyrosine kinase","Protonephridia"
"SMED30004546",0,0.586805327831728,0.638,0.068,0,73,"Receptor protein-tyrosine kinase","Protonephridia"
"SMED30004574",0,0.636303971343412,0.508,0.068,0,49,NA,"Neural"
"SMED30004574",8.2949738008753e-270,0.316739167693077,0.344,0.069,2.79283472901671e-265,58,NA,"Neural"
"SMED30004574",2.58442712298564e-57,0.288197322819567,0.329,0.07,8.70150768038035e-53,87,NA,"Neural"
"SMED30004574",0,0.319067518852646,0.38,0.067,0,26,NA,"Neural"
"SMED30004574",0,0.448655700667352,0.441,0.069,0,63,NA,"Neural"
"SMED30004574",2.36726020790082e-295,0.290347291060474,0.325,0.069,7.97032839398129e-291,47,NA,"Neural"
"SMED30004574",7.94049018544635e-190,0.326603280929665,0.391,0.069,2.67348364053793e-185,79,NA,"Neural"
"SMED30004574",7.51722355545867e-111,0.251269599842538,0.281,0.069,2.53097399888738e-106,70,NA,"Neural"
"SMED30004599",2.09634727599793e-147,0.326455625139415,0.369,0.12,7.05819164355742e-143,55,NA,"Cathepsin"
"SMED30004599",0,1.08624609719579,0.698,0.1,0,5,NA,"Cathepsin"
"SMED30004599",0,0.552659427208886,0.491,0.119,0,45,NA,"Cathepsin"
"SMED30004599",0,1.40743636765485,0.881,0.103,0,10,NA,"Cathepsin"
"SMED30004695",1.10339127466764e-140,0.361480290119394,0.401,0.066,3.71500808267848e-136,85,"Voltage-dependent T-type calcium channel subunit alpha-1H","Neural"
"SMED30004695",8.11393435381024e-186,0.264791471515444,0.308,0.066,2.73188055758437e-181,61,"Voltage-dependent T-type calcium channel subunit alpha-1H","Neural"
"SMED30004695",0,0.300181008394281,0.362,0.061,0,12,"Voltage-dependent T-type calcium channel subunit alpha-1H","Neural"
"SMED30004695",0,0.786358275659778,0.647,0.065,0,79,"Voltage-dependent T-type calcium channel subunit alpha-1H","Neural"
"SMED30004725",0,0.256222979650089,0.297,0.063,0,11,NA,"Protonephridia"
"SMED30004741",0,0.285337907843794,0.294,0.027,0,27,"Protein kinase c eta type","Cathepsin"
"SMED30004783",5.63508202375729e-124,0.289678665113957,0.361,0.15,1.89727576657884e-119,45,"DnaJ homolog subfamily C member 13","Cathepsin"
"SMED30004783",0,0.411334309881489,0.418,0.141,0,6,"DnaJ homolog subfamily C member 13","Intestine"
"SMED30004884",0,0.305858179859805,0.3,0.018,0,81,"Endoglin CD105 antigen","Neural"
"SMED30004932",0,0.311836753239165,0.19,0.002,0,26,"TRPM8 channel-associated factor 3","Neural"
"SMED30004932",0,0.270087130401933,0.197,0.003,0,52,"TRPM8 channel-associated factor 3","Neural"
"SMED30004937",2.27466352933111e-64,-0.273677443467538,0.173,0.393,7.65856463690492e-60,45,"116 kDa U5 small nuclear ribonucleoprotein component protein","Cathepsin"
"SMED30004937",0,0.535876733740852,0.785,0.385,0,13,"116 kDa U5 small nuclear ribonucleoprotein component protein","Epidermis"
"SMED30004937",0,0.313727291718534,0.65,0.389,0,17,"116 kDa U5 small nuclear ribonucleoprotein component protein","Epidermis"
"SMED30004937",0,0.489950271969425,0.724,0.375,0,4,"116 kDa U5 small nuclear ribonucleoprotein component protein","Stem Cells"
"SMED30004937",0,-0.31378194437142,0.17,0.412,0,2,"116 kDa U5 small nuclear ribonucleoprotein component protein","Epidermis"
"SMED30004937",3.55071713257488e-69,0.278747183067357,0.629,0.391,1.19549095136664e-64,56,"116 kDa U5 small nuclear ribonucleoprotein component protein","Neural"
"SMED30005039",0,0.500844785644959,0.655,0.16,0,9,"Striated muscle preferentially expressed protein kinase","Muscle"
"SMED30005039",4.16598911689083e-168,0.388770972274588,0.594,0.173,1.40264687576597e-163,73,"Striated muscle preferentially expressed protein kinase","Protonephridia"
"SMED30005039",0,0.48024372528269,0.592,0.17,0,24,"Striated muscle preferentially expressed protein kinase","Muscle"
"SMED30005039",0,0.653692530675992,0.676,0.125,0,0,"Striated muscle preferentially expressed protein kinase","Muscle"
"SMED30005046",0,0.989306957383377,0.767,0.065,0,3,"Dynein heavy chain 17, axonemal","Protonephridia"
"SMED30005046",0,0.703120822364138,0.748,0.101,0,73,"Dynein heavy chain 17, axonemal","Protonephridia"
"SMED30005046",0,0.80932361937642,0.742,0.095,0,20,"Dynein heavy chain 17, axonemal","Neural"
"SMED30005071",0,0.454678971569925,0.3,0.011,0,49,NA,"Neural"
"SMED30005071",0,0.318429757480065,0.323,0.01,0,35,NA,"Neural"
"SMED30005127",0,0.328580439135513,0.583,0.248,0,26,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",0,0.481637932750275,0.665,0.237,0,8,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",0,0.557725974135365,0.703,0.249,0,51,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",2.87983713019904e-88,0.256163327561783,0.505,0.25,9.69612363366715e-84,53,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",3.9541606393709e-249,0.513539870333115,0.654,0.25,1.33132634566979e-244,54,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",6.64055716891067e-48,0.436267443783942,0.582,0.251,2.23580919320053e-43,85,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",1.23659013967356e-246,0.317847775030998,0.545,0.249,4.16347534126692e-242,28,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",1.17635325995485e-231,0.63483538824311,0.673,0.25,3.960663790942e-227,62,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",1.9675889215693e-285,0.488710500570121,0.615,0.249,6.62467514003166e-281,42,"Voltage-dependent L-type calcium channel subunit alpha","Parenchymal"
"SMED30005127",0,0.398759775483865,0.597,0.249,0,29,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",8.83967705520676e-95,0.291310015751685,0.538,0.25,2.97623086771757e-90,60,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",2.55102220417775e-24,-0.253631280691146,0.081,0.252,8.58903665924607e-20,73,"Voltage-dependent L-type calcium channel subunit alpha","Protonephridia"
"SMED30005127",5.17612713387987e-105,0.305746539306607,0.543,0.25,1.74275024470601e-100,58,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",3.5056146813767e-102,0.482156480639714,0.565,0.251,1.18030540707272e-97,70,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",1.60049553426741e-100,0.291723717057391,0.5,0.25,5.38870841432495e-96,50,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",0,0.457056644565808,0.695,0.242,0,12,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",1.2057731591358e-24,0.271616689075999,0.551,0.251,4.05971764949434e-20,87,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",1.7363746279592e-45,0.267424990515324,0.58,0.251,5.84619973487582e-41,84,"Voltage-dependent L-type calcium channel subunit alpha","Parenchymal"
"SMED30005127",0,-0.273275155979374,0.08,0.268,0,0,"Voltage-dependent L-type calcium channel subunit alpha","Muscle"
"SMED30005127",9.08676729540864e-164,0.390540367753881,0.563,0.25,3.05942368069113e-159,47,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",9.57404589632851e-137,0.321990306030254,0.573,0.25,3.22348551283485e-132,56,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",3.22786761671491e-116,0.299036897021948,0.474,0.25,1.08679074787174e-111,38,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",3.20622193762384e-95,0.472571413608873,0.62,0.251,1.07950286417857e-90,79,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",0,0.401526829558465,0.636,0.249,0,35,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
"SMED30005127",3.84104588184513e-73,0.292557496698387,0.521,0.251,1.29324173795844e-68,63,"Voltage-dependent L-type calcium channel subunit alpha","Neural"
