SmedID,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,tissue,annotations
SMED30008640,9.78E-104,0.382258683,0.81,0.442,2.76E-99,Cathepsin12,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,0,0.688535845,0.904,0.396,0,Cathepsin1,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,9.33E-13,-0.409904906,0.367,0.457,2.64E-08,Cathepsin13,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,0,1.498694022,0.979,0.416,0,Cathepsin5,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,7.25E-37,-0.9045825,0.097,0.459,2.05E-32,Cathepsin17,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,0,-0.988473366,0.056,0.495,0,Cathepsin2,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,9.12E-27,-0.528967261,0.346,0.459,2.58E-22,Cathepsin9,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,6.13E-11,-0.411095181,0.4,0.457,1.73E-06,Cathepsin11,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,1.59E-299,-1.004992375,0.043,0.49,4.51E-295,Cathepsin3,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,7.70E-147,-0.977003463,0.039,0.472,2.18E-142,Cathepsin10,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008640,1.89E-05,-0.357329678,0.419,0.455,0.533765635,Cathepsin14,SMED30008640,Cathepsin,Receptor-type tyrosine-protein phosphatase F
SMED30008655,0,0.293086623,0.298,0.036,0,Cathepsin7,SMED30008655,Cathepsin,Tubulin alpha-1 chain
SMED30008756,3.64E-192,0.285311118,0.338,0.053,1.03E-187,Cathepsin15,SMED30008756,Cathepsin,NA
SMED30008756,1.45E-105,0.255451706,0.317,0.056,4.11E-101,Cathepsin16,SMED30008756,Cathepsin,NA
SMED30008911,2.97E-188,0.300228611,0.401,0.107,8.41E-184,Cathepsin9,SMED30008911,Cathepsin,Fascin
SMED30008974,0,0.602719188,0.533,0.072,0,Cathepsin3,SMED30008974,Cathepsin,NA
SMED30009048,1.36E-12,-0.278328069,0.651,0.671,3.85E-08,Cathepsin10,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,3.45E-55,-0.304438457,0.565,0.686,9.76E-51,Cathepsin0,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,1.25E-59,0.460168375,0.823,0.665,3.54E-55,Cathepsin12,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,1.47E-123,-0.677876727,0.384,0.683,4.14E-119,Cathepsin9,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,9.51E-209,0.766454583,0.86,0.659,2.69E-204,Cathepsin8,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,5.19E-114,-0.45451612,0.491,0.689,1.47E-109,Cathepsin2,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,9.68E-49,-0.334469722,0.518,0.682,2.73E-44,Cathepsin4,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,1.55E-88,0.298099754,0.852,0.657,4.38E-84,Cathepsin5,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,3.10E-20,-0.301665299,0.566,0.675,8.77E-16,Cathepsin11,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,1.70E-61,-0.378367678,0.564,0.68,4.81E-57,Cathepsin3,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,1.31E-35,0.285304366,0.865,0.665,3.70E-31,Cathepsin14,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009048,8.45E-200,0.39695715,0.846,0.648,2.39E-195,Cathepsin1,SMED30009048,Cathepsin,Microtubule-actin cross-linking factor 1
SMED30009076,5.09E-55,-0.274626769,0.107,0.258,1.44E-50,Cathepsin3,SMED30009076,Cathepsin,"Actin, cytoplasmic 2"
SMED30009076,0,0.595098496,0.661,0.221,0,Cathepsin8,SMED30009076,Cathepsin,"Actin, cytoplasmic 2"
SMED30009076,1.57E-96,0.628389528,0.726,0.24,4.45E-92,Cathepsin17,SMED30009076,Cathepsin,"Actin, cytoplasmic 2"
SMED30009076,0,0.807050404,0.721,0.216,0,Cathepsin7,SMED30009076,Cathepsin,"Actin, cytoplasmic 2"
SMED30009112,1.81E-296,0.283648243,0.336,0.072,5.10E-292,Cathepsin5,SMED30009112,Cathepsin,Plexin B-4
SMED30009119,2.27E-134,0.254436492,0.49,0.21,6.40E-130,Cathepsin7,SMED30009119,Cathepsin,Ankyrin-2
SMED30009149,0,0.33849075,0.341,0.044,0,Cathepsin5,SMED30009149,Cathepsin,Arf-GAP with dual PH domain-containing protein 1
SMED30009226,1.29E-176,0.262420468,0.37,0.125,3.64E-172,Cathepsin5,SMED30009226,Cathepsin,RILP-like protein
SMED30009237,0,0.282874176,0.281,0.03,0,Cathepsin8,SMED30009237,Cathepsin,NA
SMED30009277,2.71E-245,0.400767343,0.613,0.276,7.67E-241,Cathepsin3,SMED30009277,Cathepsin,Viral A-type inclusion protein
SMED30009284,8.85E-165,0.333011556,0.453,0.147,2.50E-160,Cathepsin9,SMED30009284,Cathepsin,Hsp70
SMED30009313,0,0.494218142,0.419,0.01,0,Cathepsin8,SMED30009313,Cathepsin,NA
SMED30009327,0,0.36710111,0.415,0.083,0,Cathepsin8,SMED30009327,Cathepsin,plexin B-4
SMED30009521,0,0.273549605,0.268,0.007,0,Cathepsin17,SMED30009521,Cathepsin,Zinc finger bed domain-containing protein 5-like protein
SMED30009565,0,0.357468869,0.365,0.036,0,Cathepsin7,SMED30009565,Cathepsin,Basement membrane specific heparan sulfate
SMED30009717,0,0.537442892,0.46,0.024,0,Cathepsin10,SMED30009717,Cathepsin,5-aminolevulinate synthase
SMED30009733,0,0.338415395,0.343,0.007,0,Cathepsin16,SMED30009733,Cathepsin,PKD2-1
SMED30009745,1.02E-281,0.250527024,0.269,0.048,2.89E-277,Cathepsin6,SMED30009745,Cathepsin,Flotillin-2
SMED30009749,0,0.258896042,0.291,0.017,0,Cathepsin7,SMED30009749,Cathepsin,"Myosin regulatory light chain, putative"
SMED30009776,0,0.868022804,0.741,0.14,0,Cathepsin7,SMED30009776,Cathepsin,Collagen alpha 1(IV) chain
SMED30009873,0,0.530784733,0.399,0.017,0,Cathepsin12,SMED30009873,Cathepsin,Polyubiquitin-C
SMED30009956,0,0.852117884,0.771,0.146,0,Cathepsin13,SMED30009956,Cathepsin,Expressed conserved protein
SMED30010017,1.67E-162,0.339151606,0.521,0.241,4.73E-158,Cathepsin5,SMED30010017,Cathepsin,E3 ubiquitin-protein ligase TRIP12-like Protein
SMED30010061,1.66E-129,0.255841154,0.384,0.16,4.68E-125,Cathepsin5,SMED30010061,Cathepsin,APOBEC1 complementation factor
SMED30010071,0,0.410636033,0.412,0.036,0,Cathepsin13,SMED30010071,Cathepsin,Sodium/potassium-transporting ATPase subunit alpha
SMED30010180,0,0.443038995,0.388,0.029,0,Cathepsin13,SMED30010180,Cathepsin,NA
SMED30010239,1.57E-230,0.385332564,0.44,0.076,4.44E-226,Cathepsin15,SMED30010239,Cathepsin,NA
SMED30010375,1.15E-194,0.613224914,0.843,0.484,3.25E-190,Cathepsin9,SMED30010375,Cathepsin,cytochrome c oxidase subunit I
SMED30010375,4.99E-21,-0.250552502,0.357,0.504,1.41E-16,Cathepsin12,SMED30010375,Cathepsin,cytochrome c oxidase subunit I
SMED30010375,7.31E-69,0.370962387,0.739,0.489,2.07E-64,Cathepsin10,SMED30010375,Cathepsin,cytochrome c oxidase subunit I
SMED30010468,0,0.740361628,0.482,0.065,0,Cathepsin12,SMED30010468,Cathepsin,E3 ubiquitin-protein ligase RNF216
SMED30010499,0,1.081058989,0.802,0.147,0,Cathepsin7,SMED30010499,Cathepsin,NA
SMED30010503,2.23E-199,0.335744595,0.395,0.049,6.32E-195,Cathepsin16,SMED30010503,Cathepsin,Centrosomal protein of 135 kDa
SMED30010503,3.30E-181,0.268749972,0.314,0.048,9.34E-177,Cathepsin15,SMED30010503,Cathepsin,Centrosomal protein of 135 kDa
SMED30010519,0,1.367578465,0.932,0.055,0,Cathepsin16,SMED30010519,Cathepsin,Cadherin EGF LAG seven-pass G-type receptor 1
SMED30010523,2.64E-40,0.262237818,0.959,0.83,7.45E-36,Cathepsin14,SMED30010523,Cathepsin,NA
SMED30010562,1.66E-240,0.564282883,0.409,0.091,4.70E-236,Cathepsin11,SMED30010562,Cathepsin,NA
SMED30010835,0,0.455214416,0.422,0.018,0,Cathepsin15,SMED30010835,Cathepsin,Cadherin-23
SMED30010855,1.24E-289,0.555039916,0.618,0.126,3.52E-285,Cathepsin15,SMED30010855,Cathepsin,Receptor-type tyrosine-protein phosphatase S
SMED30011040,3.16E-41,-0.312476651,0.08,0.274,8.93E-37,Cathepsin11,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011040,0,0.947375028,0.804,0.228,0,Cathepsin5,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011040,6.32E-107,-0.335063723,0.074,0.286,1.79E-102,Cathepsin2,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011040,5.76E-161,-0.346789892,0.071,0.296,1.63E-156,Cathepsin0,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011040,3.96E-217,0.399741913,0.621,0.246,1.12E-212,Cathepsin8,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011040,2.71E-71,0.57114931,0.679,0.262,7.66E-67,Cathepsin17,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011040,1.76E-48,-0.267945981,0.135,0.278,4.96E-44,Cathepsin3,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011040,1.56E-28,-0.279693795,0.122,0.273,4.40E-24,Cathepsin10,SMED30011040,Cathepsin,Receptor-type tyrosine-protein phosphatase H
SMED30011041,2.17E-158,0.392494781,0.576,0.232,6.14E-154,Cathepsin9,SMED30011041,Cathepsin,Endoplasmin
SMED30011215,0,0.362045481,0.397,0.059,0,Cathepsin10,SMED30011215,Cathepsin,"ATP-binding cassette sub-family B member 6, mitochondrial"
SMED30011329,0,0.415215733,0.413,0.012,0,Cathepsin15,SMED30011329,Cathepsin,Tetraspanin
SMED30011335,3.84E-205,0.297272717,0.362,0.057,1.08E-200,Cathepsin15,SMED30011335,Cathepsin,"Dynein heavy chain 10, axonemal"
SMED30011394,0,0.32885783,0.396,0.091,0,Cathepsin3,SMED30011394,Cathepsin,"4-aminobutyrate aminotransferase, mitochondrial"
SMED30011396,0,0.340381241,0.367,0.071,0,Cathepsin1,SMED30011396,Cathepsin,Pyridine nucleotide-disulfide oxidoreductase family protein
SMED30011396,7.59E-137,0.31144133,0.363,0.096,2.15E-132,Cathepsin12,SMED30011396,Cathepsin,Pyridine nucleotide-disulfide oxidoreductase family protein
SMED30011492,2.22E-93,0.253351041,0.33,0.105,6.27E-89,Cathepsin12,SMED30011492,Cathepsin,Tigger transposable element-derived protein 2
SMED30011492,0,0.279996439,0.336,0.083,0,Cathepsin1,SMED30011492,Cathepsin,Tigger transposable element-derived protein 2
SMED30011603,1.19E-272,0.357796411,0.422,0.107,3.38E-268,Cathepsin8,SMED30011603,Cathepsin,Rho guanine nucleotide exchange factor 16
SMED30011603,1.99E-70,0.412009027,0.448,0.121,5.61E-66,Cathepsin17,SMED30011603,Cathepsin,Rho guanine nucleotide exchange factor 16
SMED30011629,3.52E-235,0.268628463,0.372,0.113,9.95E-231,Cathepsin3,SMED30011629,Cathepsin,Dual serine/threonine and tyrosine protein kinase
SMED30011663,0,0.469309288,0.547,0.13,0,Cathepsin3,SMED30011663,Cathepsin,slc1a-5
SMED30011663,0,0.528497186,0.592,0.146,0,Cathepsin10,SMED30011663,Cathepsin,slc1a-5
SMED30011669,0,0.269670424,0.258,0.019,0,Cathepsin13,SMED30011669,Cathepsin,NA
SMED30011674,6.04E-182,0.320372568,0.447,0.168,1.71E-177,Cathepsin6,SMED30011674,Cathepsin,Papilin
SMED30011674,1.31E-212,0.268426506,0.394,0.159,3.70E-208,Cathepsin1,SMED30011674,Cathepsin,Papilin
SMED30011701,0,0.655917602,0.624,0.083,0,Cathepsin7,SMED30011701,Cathepsin,Filamin
SMED30011770,1.31E-190,0.323056096,0.356,0.06,3.71E-186,Cathepsin15,SMED30011770,Cathepsin,NA
SMED30011827,0,0.544835043,0.605,0.116,0,Cathepsin7,SMED30011827,Cathepsin,Prefoldin
SMED30011851,0,0.511709837,0.42,0.012,0,Cathepsin12,SMED30011851,Cathepsin,NA
SMED30011875,0,0.383132199,0.407,0.074,0,Cathepsin8,SMED30011875,Cathepsin,Nuclear factor 1 A-type
SMED30011875,1.13E-134,0.482866827,0.492,0.088,3.20E-130,Cathepsin17,SMED30011875,Cathepsin,Nuclear factor 1 A-type
SMED30012212,8.66E-235,0.387582559,0.52,0.149,2.45E-230,Cathepsin9,SMED30012212,Cathepsin,NADH dehydrogenase subunit 1
SMED30012271,5.30E-65,0.303297541,0.518,0.235,1.50E-60,Cathepsin15,SMED30012271,Cathepsin,Kynurenine/alpha-aminoadipate aminotransferase mitochondrial kat/aadat kynurenine--oxoglutarate transaminase ii kynurenine aminotransferase ii kynurenine--oxoglutarate aminotransferase ii transaminase
SMED30012271,1.81E-22,0.273421327,0.465,0.239,5.11E-18,Cathepsin17,SMED30012271,Cathepsin,Kynurenine/alpha-aminoadipate aminotransferase mitochondrial kat/aadat kynurenine--oxoglutarate transaminase ii kynurenine aminotransferase ii kynurenine--oxoglutarate aminotransferase ii transaminase
SMED30012288,2.41E-114,-0.283991141,0.044,0.21,6.81E-110,Cathepsin0,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,1.35E-71,-0.298963399,0.024,0.201,3.81E-67,Cathepsin5,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,1.44E-42,-0.291725079,0.019,0.196,4.07E-38,Cathepsin11,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,4.87E-75,-0.284674831,0.035,0.202,1.38E-70,Cathepsin3,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,0,0.767178704,0.663,0.127,0,Cathepsin1,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,5.08E-14,-0.289833702,0.02,0.191,1.44E-09,Cathepsin17,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,2.62E-100,-0.306349943,0.023,0.205,7.40E-96,Cathepsin2,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,4.76E-174,0.524516483,0.55,0.176,1.35E-169,Cathepsin12,SMED30012288,Cathepsin,Pol polyprotein
SMED30012288,3.37E-44,-0.293693548,0.018,0.196,9.51E-40,Cathepsin10,SMED30012288,Cathepsin,Pol polyprotein
SMED30012309,8.32E-68,-0.318000775,0.806,0.88,2.35E-63,Cathepsin1,SMED30012309,Cathepsin,NA
SMED30012309,6.78E-29,-0.254594556,0.831,0.875,1.91E-24,Cathepsin3,SMED30012309,Cathepsin,NA
SMED30012309,9.54E-303,0.789648669,0.99,0.866,2.70E-298,Cathepsin9,SMED30012309,Cathepsin,NA
SMED30012309,1.87E-75,0.448862827,0.947,0.869,5.28E-71,Cathepsin10,SMED30012309,Cathepsin,NA
SMED30012309,5.72E-48,-0.431057061,0.744,0.876,1.62E-43,Cathepsin12,SMED30012309,Cathepsin,NA
SMED30012409,3.24E-147,0.277766086,0.361,0.089,9.16E-143,Cathepsin13,SMED30012409,Cathepsin,NA
SMED30012409,2.44E-210,0.382753228,0.458,0.089,6.89E-206,Cathepsin15,SMED30012409,Cathepsin,NA
SMED30012447,0,0.916017508,0.498,0.075,0,Cathepsin9,SMED30012447,Cathepsin,Filamin-A
SMED30012447,1.79E-114,0.273455966,0.252,0.083,5.06E-110,Cathepsin6,SMED30012447,Cathepsin,Filamin-A
SMED30012522,5.62E-60,0.351672858,0.612,0.251,1.59E-55,Cathepsin16,SMED30012522,Cathepsin,Ankyrin-2
SMED30012522,1.64E-135,0.330346633,0.507,0.239,4.64E-131,Cathepsin6,SMED30012522,Cathepsin,Ankyrin-2
SMED30012522,2.64E-216,0.624940163,0.743,0.244,7.45E-212,Cathepsin14,SMED30012522,Cathepsin,Ankyrin-2
SMED30012684,0,1.322945636,0.868,0.047,0,Cathepsin12,SMED30012684,Cathepsin,NA
SMED30012713,1.55E-107,-0.288026258,0.021,0.213,4.39E-103,Cathepsin2,SMED30012713,Cathepsin,Chymotrypsin-like elastase family member 2A
SMED30012713,1.45E-43,-0.271004334,0.024,0.203,4.10E-39,Cathepsin10,SMED30012713,Cathepsin,Chymotrypsin-like elastase family member 2A
SMED30012713,6.32E-86,-0.27749259,0.027,0.21,1.78E-81,Cathepsin3,SMED30012713,Cathepsin,Chymotrypsin-like elastase family member 2A
SMED30012713,5.33E-75,-0.277926439,0.024,0.208,1.51E-70,Cathepsin5,SMED30012713,Cathepsin,Chymotrypsin-like elastase family member 2A
SMED30012713,0,0.602311011,0.615,0.167,0,Cathepsin6,SMED30012713,Cathepsin,Chymotrypsin-like elastase family member 2A
SMED30012713,0,0.422288984,0.486,0.158,0,Cathepsin1,SMED30012713,Cathepsin,Chymotrypsin-like elastase family member 2A
SMED30012716,0,0.25706696,0.246,0.013,0,Cathepsin7,SMED30012716,Cathepsin,NA
SMED30012748,2.69E-56,-0.352512701,0.205,0.435,7.61E-52,Cathepsin9,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012748,8.76E-99,-0.322757628,0.223,0.445,2.48E-94,Cathepsin2,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012748,1.26E-124,0.467935909,0.785,0.412,3.55E-120,Cathepsin13,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012748,2.37E-74,-0.315291017,0.25,0.44,6.71E-70,Cathepsin3,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012748,2.04E-47,-0.342261389,0.219,0.433,5.77E-43,Cathepsin10,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012748,6.69E-42,-0.308662544,0.216,0.433,1.89E-37,Cathepsin11,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012748,5.78E-144,0.531537838,0.782,0.412,1.63E-139,Cathepsin12,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012748,0,0.512481027,0.756,0.381,0,Cathepsin1,SMED30012748,Cathepsin,Ankyrin repeat protein
SMED30012827,6.70E-165,0.344630996,0.428,0.068,1.89E-160,Cathepsin16,SMED30012827,Cathepsin,NA
SMED30012827,3.27E-288,0.377335047,0.434,0.064,9.24E-284,Cathepsin14,SMED30012827,Cathepsin,NA
SMED30012836,9.59E-162,0.350404257,0.599,0.326,2.71E-157,Cathepsin3,SMED30012836,Cathepsin,NA
SMED30012850,3.61E-260,0.28444969,0.297,0.062,1.02E-255,Cathepsin6,SMED30012850,Cathepsin,Spondin-1
SMED30012926,9.83E-21,-0.284326167,0.033,0.147,2.78E-16,Cathepsin12,SMED30012926,Cathepsin,NA
SMED30012926,2.90E-43,-0.314308724,0.017,0.151,8.21E-39,Cathepsin8,SMED30012926,Cathepsin,NA
SMED30012926,1.43E-71,-0.324777,0.019,0.156,4.05E-67,Cathepsin2,SMED30012926,Cathepsin,NA
SMED30012926,8.22E-64,-0.328435928,0.016,0.154,2.32E-59,Cathepsin3,SMED30012926,Cathepsin,NA
SMED30012926,4.80E-53,-0.319528751,0.017,0.152,1.36E-48,Cathepsin5,SMED30012926,Cathepsin,NA
SMED30012926,0,1.363821738,0.858,0.094,0,Cathepsin6,SMED30012926,Cathepsin,NA
SMED30012926,1.93E-233,0.419175538,0.491,0.128,5.44E-229,Cathepsin9,SMED30012926,Cathepsin,NA
SMED30012926,3.62E-11,-0.312053586,0.01,0.145,1.02E-06,Cathepsin17,SMED30012926,Cathepsin,NA
SMED30012926,1.73E-19,-0.274350863,0.047,0.147,4.90E-15,Cathepsin10,SMED30012926,Cathepsin,NA
SMED30012926,2.17E-25,-0.299263924,0.029,0.148,6.14E-21,Cathepsin11,SMED30012926,Cathepsin,NA
SMED30012935,7.48E-198,0.355482185,0.401,0.073,2.11E-193,Cathepsin15,SMED30012935,Cathepsin,Kyphoscoliosis peptidase
SMED30013176,1.50E-103,0.252724238,0.36,0.07,4.24E-99,Cathepsin16,SMED30013176,Cathepsin,Leucine-rich repeat-containing protein
SMED30013176,0,0.468959781,0.45,0.052,0,Cathepsin8,SMED30013176,Cathepsin,Leucine-rich repeat-containing protein
SMED30013228,0,0.752764311,0.757,0.119,0,Cathepsin7,SMED30013228,Cathepsin,Ryanodine receptor 2
SMED30013320,0,0.734874679,0.683,0.103,0,Cathepsin7,SMED30013320,Cathepsin,Collagen alpha-1(IV) chain
SMED30013360,1.99E-92,0.277929468,0.318,0.051,5.63E-88,Cathepsin17,SMED30013360,Cathepsin,Deoxyribonuclease II
SMED30013675,0,0.591335293,0.623,0.136,0,Cathepsin5,SMED30013675,Cathepsin,Plexin B-4
SMED30013675,1.97E-47,0.36640031,0.468,0.165,5.57E-43,Cathepsin17,SMED30013675,Cathepsin,Plexin B-4
SMED30013735,1.12E-53,-0.433278393,0.248,0.506,3.16E-49,Cathepsin12,SMED30013735,Cathepsin,Elongation factor 1-alpha 1
SMED30013735,0,0.830565924,0.887,0.48,0,Cathepsin9,SMED30013735,Cathepsin,Elongation factor 1-alpha 1
SMED30013735,1.21E-92,-0.337340384,0.345,0.517,3.43E-88,Cathepsin1,SMED30013735,Cathepsin,Elongation factor 1-alpha 1
SMED30013735,5.08E-23,0.355643318,0.719,0.495,1.44E-18,Cathepsin17,SMED30013735,Cathepsin,Elongation factor 1-alpha 1
SMED30013757,2.07E-213,0.36585021,0.463,0.063,5.85E-209,Cathepsin16,SMED30013757,Cathepsin,Protein piccolo
SMED30013791,0,-0.988837724,0.283,0.699,0,Cathepsin0,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,1.93E-103,0.437919005,0.92,0.633,5.45E-99,Cathepsin10,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,0.000227959,-0.253596972,0.636,0.645,1,Cathepsin15,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,3.50E-261,-1.030495832,0.302,0.669,9.89E-257,Cathepsin5,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,0,-1.299848689,0.086,0.677,0,Cathepsin8,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,1.19E-71,-1.248174628,0.11,0.651,3.36E-67,Cathepsin17,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,1.38E-51,-0.567411381,0.509,0.651,3.90E-47,Cathepsin9,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,0,0.835884564,0.942,0.606,0,Cathepsin1,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,8.20E-80,-0.722375244,0.418,0.654,2.32E-75,Cathepsin11,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,1.66E-261,0.672624436,0.921,0.625,4.70E-257,Cathepsin6,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30013791,3.08E-286,0.507211108,0.957,0.617,8.70E-282,Cathepsin3,SMED30013791,Cathepsin,C-type lectin-like protein
SMED30014140,8.77E-100,0.277800984,0.789,0.651,2.48E-95,Cathepsin1,SMED30014140,Cathepsin,TNF receptor-associated factor-2-like protein B
SMED30014140,1.35E-28,0.264904977,0.771,0.663,3.83E-24,Cathepsin12,SMED30014140,Cathepsin,TNF receptor-associated factor-2-like protein B
SMED30014140,3.38E-51,-0.35544062,0.537,0.673,9.56E-47,Cathepsin9,SMED30014140,Cathepsin,TNF receptor-associated factor-2-like protein B
SMED30014140,1.16E-30,-0.2650235,0.517,0.673,3.29E-26,Cathepsin11,SMED30014140,Cathepsin,TNF receptor-associated factor-2-like protein B
SMED30014140,2.29E-130,-0.310612616,0.464,0.697,6.48E-126,Cathepsin0,SMED30014140,Cathepsin,TNF receptor-associated factor-2-like protein B
SMED30014194,0,0.567665351,0.619,0.09,0,Cathepsin14,SMED30014194,Cathepsin,Stoned-related
SMED30014194,4.61E-156,0.388598015,0.506,0.097,1.30E-151,Cathepsin16,SMED30014194,Cathepsin,Stoned-related
SMED30014446,1.24E-121,0.358422841,0.531,0.231,3.51E-117,Cathepsin9,SMED30014446,Cathepsin,SMEDWI-2
SMED30014448,1.97E-70,0.402205434,0.498,0.143,5.57E-66,Cathepsin17,SMED30014448,Cathepsin,plexin B-5
SMED30014448,6.14E-303,0.406071916,0.484,0.127,1.74E-298,Cathepsin8,SMED30014448,Cathepsin,plexin B-5
SMED30014448,7.13E-243,0.315625478,0.422,0.127,2.01E-238,Cathepsin5,SMED30014448,Cathepsin,plexin B-5
SMED30014465,0,0.386653596,0.42,0.058,0,Cathepsin3,SMED30014465,Cathepsin,L-threonine dehydratase catabolic TdcB-like Protein
SMED30014501,0,0.522647888,0.465,0.045,0,Cathepsin7,SMED30014501,Cathepsin,Collagen alpha-1(XV) chain
SMED30014546,1.51E-72,-0.278078516,0.018,0.222,4.27E-68,Cathepsin8,SMED30014546,Cathepsin,4-hydroxyphenylpyruvate dioxygenase
SMED30014546,1.48E-16,-0.268959157,0.017,0.213,4.20E-12,Cathepsin17,SMED30014546,Cathepsin,4-hydroxyphenylpyruvate dioxygenase
SMED30014546,0,0.581352247,0.645,0.174,0,Cathepsin3,SMED30014546,Cathepsin,4-hydroxyphenylpyruvate dioxygenase
